PaymentNo,ResellerKey,ResellerName,CountryRegionCode,SalesOrderNumber,PaymentDate,PaymentAmount
1070,682,Popular Bike Lines,AU,SO65250,5/7/2004 0:00,24912.348
1071,15,Budget Toy Store,AU,SO65273,5/7/2004 0:00,13030.254
1072,555,Twin Cycles,AU,SO65275,5/7/2004 0:00,1336.23
1073,69,Online Bike Catalog,AU,SO65317,5/7/2004 0:00,1604.796
1074,33,Global Sports Outlet,AU,SO65318,5/7/2004 0:00,1391.994
1075,429,Unusual Bicycle Company,AU,SO67264,6/7/2004 0:00,1736.334
1076,634,Sensible Sports,AU,SO67306,6/7/2004 0:00,6450.678
1077,123,First Supplies,AU,SO67312,6/7/2004 0:00,6204.054
1078,177,Plastic Products Manufacturers,AU,SO67317,6/7/2004 0:00,12916.794
1079,664,Eastside Cycle Shop,AU,SO67345,6/7/2004 0:00,509.31
1080,213,Fast Bike Works,AU,SO69410,7/7/2004 0:00,19043.112
1081,393,Gears and Parts Company,AU,SO69449,7/7/2004 0:00,32640.528
1082,159,Uncompromising Quality Co,AU,SO69491,7/7/2004 0:00,5058.336
1083,357,Quality Bike Sales,AU,SO69516,7/7/2004 0:00,200.052
1084,87,Rich Department Store,AU,SO69550,7/7/2004 0:00,41619.216
1085,519,List Price Catalog Company,AU,SO69564,7/7/2004 0:00,16317.588
1086,688,Bike Part Wholesalers,AU,SO71795,8/7/2004 0:00,31237.942
1087,573,Nationwide Supply,AU,SO71805,8/7/2004 0:00,58089.1314
1088,483,Fitness Bike Accessories,AU,SO71809,8/7/2004 0:00,2821.566
1089,640,Liquidation Sales,AU,SO71813,8/7/2004 0:00,9641.712
1090,682,Popular Bike Lines,AU,SO71822,8/7/2004 0:00,23686.98
1091,249,Helpful Sales and Repair Service,AU,SO71854,8/7/2004 0:00,27958.3
1092,285,Nearest Bike Store,AU,SO71875,8/7/2004 0:00,802.398
1093,303,Seaside Bike Works,AU,SO71876,8/7/2004 0:00,6033.96
1094,195,Inexpensive Parts Shop,AU,SO71879,8/7/2004 0:00,2058.252
1095,555,Twin Cycles,AU,SO71926,8/7/2004 0:00,1336.23
1096,15,Budget Toy Store,AU,SO71933,8/7/2004 0:00,28709.172
1097,33,Global Sports Outlet,AU,SO71934,8/7/2004 0:00,264.78
1098,267,Cycle Parts and Accessories,AU,SO71945,8/7/2004 0:00,29703.312
1099,69,Online Bike Catalog,AU,SO71937,8/7/2004 0:00,1167.276
