PaymentNo,ResellerKey,ResellerName,CountryRegionCode,SalesOrderNumber,PaymentDate,PaymentAmount
1815,85,Roadway Bicycle Supply,FR,SO57150,1/7/2004 0:00,122285.724
1816,193,Perfect Toys,FR,SO57143,1/7/2004 0:00,94024.3578
1817,67,Self-Contained Cycle Parts Company,FR,SO58912,2/6/2004 0:00,323.994
1818,553,Accessories Network,FR,SO58936,2/6/2004 0:00,445.41
1819,499,Racing Sales and Service,FR,SO58943,2/6/2004 0:00,60412.7576
1820,662,Finer Sporting Goods,FR,SO57119,1/7/2004 0:00,7317.648
1821,535,Spa and Exercise Outfitters,FR,SO57086,1/7/2004 0:00,50028.8178
1822,632,Ultimate Bicycle Company,FR,SO57068,1/7/2004 0:00,33186.846
1823,175,Registered Cycle Store,FR,SO57061,1/7/2004 0:00,74368.5238
1824,103,The Bike Outlet,FR,SO57058,1/7/2004 0:00,21595.368
1825,614,Favorite Toy Distributor,FR,SO57054,1/7/2004 0:00,94426.7295
1826,247,Major Amusement Company,FR,SO57056,1/7/2004 0:00,2305.386
1827,427,Atypical Bike Company,FR,SO57048,1/7/2004 0:00,24.294
1828,638,Metropolitan Equipment,FR,SO57051,1/7/2004 0:00,75991.3486
1829,680,Racing Tours,FR,SO57028,1/7/2004 0:00,7909.992
1830,283,Racing Supply Distributors,FR,SO57043,1/7/2004 0:00,6917.442
1831,229,Instant Cycle Store,FR,SO55317,12/7/2003 0:00,468.66
1832,139,Steel Inc.,FR,SO55311,12/7/2003 0:00,11599.017
1833,355,Spare Parts Co.,FR,SO55252,12/7/2003 0:00,37835.7046
1834,337,Recreation Toy Store,FR,SO55250,12/7/2003 0:00,4002.894
1835,319,Cycles Sales and Repair,FR,SO53525,11/7/2003 0:00,24969.216
1836,553,Accessories Network,FR,SO53559,11/7/2003 0:00,334.0575
1837,499,Racing Sales and Service,FR,SO53497,11/7/2003 0:00,91029.1258
1838,445,First Center,FR,SO53494,11/7/2003 0:00,109.788
1839,49,Neighborhood Bicycle Storehouse,FR,SO53479,11/7/2003 0:00,225.63
1840,67,Self-Contained Cycle Parts Company,FR,SO53461,11/7/2003 0:00,1466.01
1841,85,Roadway Bicycle Supply,FR,SO51857,10/7/2003 0:00,100922.1541
1842,193,Perfect Toys,FR,SO51858,10/7/2003 0:00,131627.6912
1843,662,Finer Sporting Goods,FR,SO51861,10/7/2003 0:00,11106.9135
1844,157,Ace Bicycle Supply,FR,SO51801,10/7/2003 0:00,72.162
1845,632,Ultimate Bicycle Company,FR,SO51752,10/7/2003 0:00,57292.1415
1846,247,Major Amusement Company,FR,SO51742,10/7/2003 0:00,3547.02
1847,535,Spa and Exercise Outfitters,FR,SO51774,10/7/2003 0:00,47575.4836
1848,139,Steel Inc.,FR,SO51168,9/6/2003 0:00,23820.5327
1849,175,Registered Cycle Store,FR,SO51739,10/7/2003 0:00,111554.8469
1850,427,Atypical Bike Company,FR,SO51732,10/7/2003 0:00,356.898
1851,103,The Bike Outlet,FR,SO51733,10/7/2003 0:00,31749.561
1852,638,Metropolitan Equipment,FR,SO51734,10/7/2003 0:00,85700.6014
1853,614,Favorite Toy Distributor,FR,SO51735,10/7/2003 0:00,88772.8161
1854,680,Racing Tours,FR,SO51708,10/7/2003 0:00,4005.036
1855,283,Racing Supply Distributors,FR,SO51724,10/7/2003 0:00,9108.927
1856,337,Recreation Toy Store,FR,SO51103,9/6/2003 0:00,2935.758
1857,355,Spare Parts Co.,FR,SO51104,9/6/2003 0:00,29020.3665
1858,499,Racing Sales and Service,FR,SO50681,8/7/2003 0:00,37815.8335
1859,67,Self-Contained Cycle Parts Company,FR,SO50665,8/7/2003 0:00,214.6328
1860,535,Spa and Exercise Outfitters,FR,SO50253,7/7/2003 0:00,4017.1687
1861,638,Metropolitan Equipment,FR,SO50222,7/7/2003 0:00,93694.6587
1862,247,Major Amusement Company,FR,SO50224,7/7/2003 0:00,4003.2158
1863,175,Registered Cycle Store,FR,SO50225,7/7/2003 0:00,67717.6755
1864,139,Steel Inc.,FR,SO49876,6/7/2003 0:00,11816.794
1865,337,Recreation Toy Store,FR,SO49830,6/7/2003 0:00,458.7732
1866,229,Instant Cycle Store,FR,SO49854,6/7/2003 0:00,669.0919
1867,355,Spare Parts Co.,FR,SO49833,6/7/2003 0:00,39666.1085
1868,265,Full Sports Supply,FR,SO49834,6/7/2003 0:00,4336.8572
1869,499,Racing Sales and Service,FR,SO49504,5/7/2003 0:00,19662.661
1870,67,Self-Contained Cycle Parts Company,FR,SO49452,5/7/2003 0:00,1308.9375
1871,638,Metropolitan Equipment,FR,SO49118,4/9/2003 0:00,54017.5483
1872,175,Registered Cycle Store,FR,SO49129,4/9/2003 0:00,43071.7873
1873,247,Major Amusement Company,FR,SO49134,4/9/2003 0:00,5031.8056
1874,535,Spa and Exercise Outfitters,FR,SO49078,4/9/2003 0:00,24617.2453
1875,157,Ace Bicycle Supply,FR,SO49056,4/9/2003 0:00,647.994
1876,265,Full Sports Supply,FR,SO48774,3/9/2003 0:00,3847.9347
1877,139,Steel Inc.,FR,SO48763,3/9/2003 0:00,4802.334
1878,355,Spare Parts Co.,FR,SO48755,3/9/2003 0:00,24993.7561
1879,337,Recreation Toy Store,FR,SO48733,3/9/2003 0:00,878.358
1880,499,Racing Sales and Service,FR,SO48332,2/6/2003 0:00,42866.5361
1881,67,Self-Contained Cycle Parts Company,FR,SO48298,2/6/2003 0:00,183.9382
1882,535,Spa and Exercise Outfitters,FR,SO48042,1/7/2003 0:00,2143.8403
1883,638,Metropolitan Equipment,FR,SO48005,1/7/2003 0:00,88000.1501
1884,157,Ace Bicycle Supply,FR,SO48007,1/7/2003 0:00,647.994
1885,247,Major Amusement Company,FR,SO48009,1/7/2003 0:00,7980.9201
1886,175,Registered Cycle Store,FR,SO48010,1/7/2003 0:00,66146.0641
1887,229,Instant Cycle Store,FR,SO47704,12/7/2002 0:00,648.9054
1888,139,Steel Inc.,FR,SO47705,12/7/2002 0:00,18843.8288
1889,265,Full Sports Supply,FR,SO47678,12/7/2002 0:00,6919.2582
1890,337,Recreation Toy Store,FR,SO47679,12/7/2002 0:00,348.7055
1891,355,Spare Parts Co.,FR,SO47680,12/7/2002 0:00,29179.4865
1892,499,Racing Sales and Service,FR,SO47391,11/7/2002 0:00,74487.755
1893,67,Self-Contained Cycle Parts Company,FR,SO47356,11/7/2002 0:00,635.025
1894,535,Spa and Exercise Outfitters,FR,SO47019,10/7/2002 0:00,980.8863
1895,247,Major Amusement Company,FR,SO46985,10/7/2002 0:00,3226.1066
1896,638,Metropolitan Equipment,FR,SO46981,10/7/2002 0:00,149533.7021
1897,157,Ace Bicycle Supply,FR,SO46982,10/7/2002 0:00,65.6018
1898,175,Registered Cycle Store,FR,SO46987,10/7/2002 0:00,89388.7372
1899,139,Steel Inc.,FR,SO46652,9/6/2002 0:00,43074.856
1900,229,Instant Cycle Store,FR,SO46653,9/6/2002 0:00,2476.9638
1901,337,Recreation Toy Store,FR,SO46623,9/6/2002 0:00,2278.1544
1902,355,Spare Parts Co.,FR,SO46626,9/6/2002 0:00,37251.0099
1903,265,Full Sports Supply,FR,SO46627,9/6/2002 0:00,13112.8009
