PaymentNo,ResellerKey,ResellerName,CountryRegionCode,SalesOrderNumber,PaymentDate,PaymentAmount
2091,53,Incomparable Bicycle Store,US,SO71873,8/7/2004 0:00,4480.614
2092,182,Another Bicycle Company,US,SO71833,8/7/2004 0:00,53083.446
2093,675,Bike Goods,US,SO71821,8/7/2004 0:00,4373.73
2094,72,Outdoor Equipment Store,US,SO71824,8/7/2004 0:00,85917.5456
2095,672,Utilitarian Sporting Goods,US,SO71818,8/7/2004 0:00,45786.984
2096,197,Fabrikam Inc. West,US,SO71819,8/7/2004 0:00,30806.1102
2097,295,Engineered Bike Systems,US,SO71816,8/7/2004 0:00,2847.408
2098,202,Two-Seater Bikes,US,SO71810,8/7/2004 0:00,802.398
2099,473,Racing Toys,US,SO71811,8/7/2004 0:00,2567.046
2100,293,Fashionable Bikes and Accessories,US,SO71812,8/7/2004 0:00,26261.238
2101,624,First Cycle Store,US,SO71857,8/7/2004 0:00,28139.25
2102,23,Bike World,US,SO71859,8/7/2004 0:00,6653.262
2103,37,Two Bike Shops,US,SO71861,8/7/2004 0:00,1822.908
2104,379,Fad Outlet,US,SO71862,8/7/2004 0:00,1190.622
2105,649,Sports Products Store,US,SO71863,8/7/2004 0:00,2778.2902
2106,418,Good Bike Shop,US,SO71864,8/7/2004 0:00,28373.196
2107,254,Safe Cycles Shop,US,SO71836,8/7/2004 0:00,66200.6286
2108,579,Riders Company,US,SO71837,8/7/2004 0:00,30143.022
2109,90,Sales and Supply Company,US,SO71844,8/7/2004 0:00,36746.4552
2110,187,Trailblazing Sports,US,SO71845,8/7/2004 0:00,34208.934
2111,297,Blue-Ribbon Bike Company,US,SO71802,8/7/2004 0:00,31535.622
2112,327,World of Bikes,US,SO71803,8/7/2004 0:00,32974.8384
2113,692,Successful Sales Company,US,SO71790,8/7/2004 0:00,4086.438
2114,644,Convenient Sales and Service,US,SO71791,8/7/2004 0:00,19965.444
2115,420,Extreme Riding Supplies,US,SO71796,8/7/2004 0:00,47848.026
2116,272,Metro Cycle Shop,US,SO71785,8/7/2004 0:00,29634.396
2117,509,Fun Toys and Bikes,US,SO71787,8/7/2004 0:00,28733.58
2118,582,Professional Sales and Service,US,SO71782,8/7/2004 0:00,33319.986
2119,24,Eastside Department Store,US,SO71783,8/7/2004 0:00,68142.6132
2120,8,Exemplary Cycles,US,SO69565,7/7/2004 0:00,3576.396
2121,609,Good Toys,US,SO71774,8/7/2004 0:00,713.796
2122,595,Cycle Clearance,US,SO71775,8/7/2004 0:00,1751.718
2123,128,Demand Distributors,US,SO71777,8/7/2004 0:00,930.282
2124,557,Purchase Mart,US,SO71778,8/7/2004 0:00,1117.392
2125,149,Initial Bike Company,US,SO71779,8/7/2004 0:00,35783.652
2126,287,Handy Bike Services,US,SO69562,7/7/2004 0:00,338.994
2127,607,Maintenance and Repair for Bicycles,US,SO69549,7/7/2004 0:00,6450.678
2128,348,Bold Bike Accessories,US,SO69559,7/7/2004 0:00,289.896
2129,493,Valley Bicycle Distributors,US,SO69546,7/7/2004 0:00,8020.758
2130,323,Metro Bike Works,US,SO69547,7/7/2004 0:00,37.254
2131,435,Satin Finish Company,US,SO69536,7/7/2004 0:00,40638.2502
2132,529,Big-Time Bike Store,US,SO69539,7/7/2004 0:00,7564.164
2133,312,Resale Services,US,SO69532,7/7/2004 0:00,54337.527
2134,359,Mechanical Sports Center,US,SO69534,7/7/2004 0:00,331.152
2135,693,Stock Parts and Supplies,US,SO69521,7/7/2004 0:00,51216.168
2136,669,Racing Bike Outlet,US,SO69524,7/7/2004 0:00,1917.66
2137,343,Mail-Order Outlet,US,SO69525,7/7/2004 0:00,32445.534
2138,108,Wheelsets Storehouse,US,SO69526,7/7/2004 0:00,17818.4679
2139,257,Number 1 Supply,US,SO69527,7/7/2004 0:00,27710.13
2140,309,The Gear Store,US,SO69528,7/7/2004 0:00,34629.3
2141,385,Sturdy Toys,US,SO69505,7/7/2004 0:00,6150.9726
2142,563,Systematic Sales,US,SO69517,7/7/2004 0:00,2909.736
2143,63,Metro Bike Mart,US,SO69518,7/7/2004 0:00,33669.84
2144,152,Distance Bikes,US,SO69519,7/7/2004 0:00,672.294
2145,540,Guaranteed Sales and Service,US,SO69462,7/7/2004 0:00,11013.5784
2146,148,Lots of Bikes Storehouse,US,SO69463,7/7/2004 0:00,323.994
2147,645,Superior Hardware Distributors,US,SO69458,7/7/2004 0:00,461.694
2148,684,Lease-a-Bike Shop,US,SO69450,7/7/2004 0:00,35047.644
2149,260,Industrial Supplies,US,SO69451,7/7/2004 0:00,50399.166
2150,9,Tandem Bicycle Store,US,SO69452,7/7/2004 0:00,3370.674
2151,492,Basic Sports Equipment,US,SO69453,7/7/2004 0:00,808.728
2152,115,Security Racks and Locks Wholesalers,US,SO69407,7/7/2004 0:00,574.692
2153,259,Highway Bike Shop,US,SO69409,7/7/2004 0:00,6979.656
2154,377,Grand Sport Boutique,US,SO69416,7/7/2004 0:00,4011.346
2155,258,Quantity Discounts,US,SO69417,7/7/2004 0:00,33513.366
2156,207,Lubricant and Grease Suppliers,US,SO69419,7/7/2004 0:00,3773.28
2157,289,Moderately-Priced Bikes Store,US,SO69420,7/7/2004 0:00,1544.97
2158,199,Authorized Bike Sales and Rental,US,SO69421,7/7/2004 0:00,26125.854
2159,650,Permanent Finish Products,US,SO69422,7/7/2004 0:00,69673.0254
2160,307,Riding Associates,US,SO69423,7/7/2004 0:00,293.958
2161,310,Orange Bicycle Company,US,SO69424,7/7/2004 0:00,752.476
2162,527,Fun Times Club,US,SO69425,7/7/2004 0:00,930.282
2163,270,Active Transport Inc.,US,SO69438,7/7/2004 0:00,72.162
2164,97,Mountain Bike Center,US,SO69441,7/7/2004 0:00,68203.41
2165,233,Fashionable Department Stores,US,SO69442,7/7/2004 0:00,31257.3762
2166,62,Manufacturers Inc,US,SO69443,7/7/2004 0:00,13580.442
2167,697,Brakes and Gears,US,SO69471,7/7/2004 0:00,95038.5162
2168,449,Bike Products and Accessories,US,SO69472,7/7/2004 0:00,963.216
2169,378,Grown-up Bike Store,US,SO69473,7/7/2004 0:00,1935.888
2170,605,Outstanding Cycles,US,SO69475,7/7/2004 0:00,57073.0882
2171,667,Traditional Department Stores,US,SO69476,7/7/2004 0:00,3515.268
2172,700,Underglaze and Finish Company,US,SO69465,7/7/2004 0:00,31001.682
2173,167,Farthermost Bike Shop,US,SO69466,7/7/2004 0:00,32062.032
2174,522,Small Bike Accessories Shop,US,SO69467,7/7/2004 0:00,11951.688
2175,237,Client Discount Store,US,SO69468,7/7/2004 0:00,1797.15
2176,217,City Manufacturing,US,SO69484,7/7/2004 0:00,1964.67
2177,99,Unified Sports Company,US,SO69485,7/7/2004 0:00,3354.216
2178,2,Progressive Sports,US,SO69488,7/7/2004 0:00,764.316
2179,107,Wholesale Bikes,US,SO69489,7/7/2004 0:00,964.722
2180,360,Novelty Bikes,US,SO69480,7/7/2004 0:00,6078.402
2181,558,Retail Sales and Service,US,SO69481,7/7/2004 0:00,2780.778
2182,593,Expert Sports Store,US,SO69499,7/7/2004 0:00,2192.844
2183,345,Genial Bike Associates,US,SO69501,7/7/2004 0:00,35812.374
2184,612,General Associates,US,SO69502,7/7/2004 0:00,1815.15
2185,79,Reasonable Bicycle Sales,US,SO69503,7/7/2004 0:00,61599.1015
2186,89,Riverside Company,US,SO69493,7/7/2004 0:00,5311.582
2187,22,Travel Systems,US,SO69495,7/7/2004 0:00,2402.274
2188,134,Budget Bike Company,US,SO69496,7/7/2004 0:00,356.898
2189,432,Super Sports Store,US,SO69507,7/7/2004 0:00,6042.18
2190,433,Thorough Parts and Repair Services,US,SO69508,7/7/2004 0:00,106268.238
2191,422,Consolidated Sales,US,SO69510,7/7/2004 0:00,3874.062
2192,399,Big Cycle Mall,US,SO69512,7/7/2004 0:00,1336.23
2193,45,Every Bike Shop,US,SO69513,7/7/2004 0:00,20699.376
2194,313,Metropolitan Manufacturing,US,SO69514,7/7/2004 0:00,3708.54
2195,255,Swift Cycles,US,SO69515,7/7/2004 0:00,35131.278
2196,290,Friendly Bike Shop,US,SO67294,6/7/2004 0:00,55536.43
2197,117,Pedals Warehouse,US,SO67303,6/7/2004 0:00,194.376
2198,205,Rally Master Company Inc,US,SO67298,6/7/2004 0:00,102725.7261
2199,183,This Area Sporting Goods,US,SO67299,6/7/2004 0:00,4718.898
2200,380,First Department Stores,US,SO67300,6/7/2004 0:00,251.964
2201,670,First Bike Store,US,SO67280,6/7/2004 0:00,66483.4155
2202,440,Hobby Store,US,SO67281,6/7/2004 0:00,31.584
2203,17,Trusted Catalog Store,US,SO67283,6/7/2004 0:00,592.746
2204,594,Casual Bicycle Store,US,SO67284,6/7/2004 0:00,31611.0726
2205,252,Classic Cycle Store,US,SO67291,6/7/2004 0:00,1074.264
2206,4,Modular Cycle Systems,US,SO67292,6/7/2004 0:00,52033.1604
2207,597,All Seasons Sports Supply,US,SO67326,6/7/2004 0:00,865.536
2208,660,Exhilarating Cycles,US,SO67327,6/7/2004 0:00,31162.3866
2209,599,Westside Plaza,US,SO67305,6/7/2004 0:00,116730.5579
2210,292,Grease and Oil Products Company,US,SO67318,6/7/2004 0:00,5871.15
2211,27,Sports Sales and Rental,US,SO67313,6/7/2004 0:00,809.76
2212,414,Grand Discount Store,US,SO67314,6/7/2004 0:00,42024.9829
2213,668,Official Parts Shop,US,SO67315,6/7/2004 0:00,7268.745
2214,383,Vehicle Shop,US,SO67307,6/7/2004 0:00,84.498
2215,253,Roving Sports,US,SO67309,6/7/2004 0:00,3638.364
2216,578,The Bike Shop,US,SO67310,6/7/2004 0:00,242.994
2217,95,Rural Department Store,US,SO67311,6/7/2004 0:00,9473.472
2218,18,Catalog Store,US,SO69393,7/7/2004 0:00,32229.228
2219,80,Racks and Security Systems,US,SO69403,7/7/2004 0:00,2159.352
2220,77,Mechanical Products Ltd.,US,SO69411,7/7/2004 0:00,3793.26
2221,328,Totes & Baskets Company,US,SO69412,7/7/2004 0:00,61154.908
2222,43,Frugal Bike Shop,US,SO69413,7/7/2004 0:00,26163.0414
2223,363,Immense Manufacturing Company,US,SO69414,7/7/2004 0:00,32910.642
2224,458,Simple Bike Parts,US,SO67340,6/7/2004 0:00,672.294
2225,387,Racing Association,US,SO67341,6/7/2004 0:00,356.898
2226,523,Futuristic Sport Distributors,US,SO67347,6/7/2004 0:00,27804.9622
2227,494,Worthwhile Activity Store,US,SO67348,6/7/2004 0:00,27319.5888
2228,305,Professional Sporting Goods,US,SO67350,6/7/2004 0:00,802.398
2229,344,Fifth Bike Store,US,SO67334,6/7/2004 0:00,48.594
2230,673,Countryside Company,US,SO67335,6/7/2004 0:00,1912.308
2231,325,All Cycle Shop,US,SO67337,6/7/2004 0:00,293.958
2232,94,Specialty Sports Store,US,SO67330,6/7/2004 0:00,702.234
2233,404,Activity Center,US,SO67331,6/7/2004 0:00,5148.198
2234,505,Honest Repair Service,US,SO67321,6/7/2004 0:00,50354.862
2235,110,Vintage Sport Boutique,US,SO67322,6/7/2004 0:00,63235.638
2236,235,Certified Bicycle Supply,US,SO65322,5/7/2004 0:00,6047.916
2237,165,Third Bike Store,US,SO65300,5/7/2004 0:00,1352.676
2238,39,Fitness Hotel,US,SO65301,5/7/2004 0:00,10.788
2239,143,Modern Bike Store,US,SO65302,5/7/2004 0:00,65.988
2240,113,Trendy Department Stores,US,SO65304,5/7/2004 0:00,1430.442
2241,75,Paint Supply,US,SO65306,5/7/2004 0:00,22138.848
2242,5,Metropolitan Sports Supply,US,SO65307,5/7/2004 0:00,6654.792
2243,503,Metropolitan Sales and Rental,US,SO65308,5/7/2004 0:00,1466.01
2244,543,Friendly Neighborhood Bikes,US,SO65309,5/7/2004 0:00,4298.958
2245,3,Advanced Bike Components,US,SO65310,5/7/2004 0:00,13084.2122
2246,544,Valley Bicycle Specialists,US,SO65311,5/7/2004 0:00,13768.02
2247,109,Travel Sports,US,SO65312,5/7/2004 0:00,48296.4528
2248,400,Local Sales and Rental,US,SO65313,5/7/2004 0:00,1466.13
2249,695,Responsible Bike Dealers,US,SO65314,5/7/2004 0:00,1502.976
2250,470,Wingtip Toys,US,SO65316,5/7/2004 0:00,209.97
2251,622,Gift and Toy Store,US,SO67262,6/7/2004 0:00,7501.722
2252,125,Immediate Repair Shop,US,SO67263,6/7/2004 0:00,39822.9225
2253,595,Cycle Clearance,US,SO65296,5/7/2004 0:00,5398.812
2254,398,Commendable Bikes,US,SO67265,6/7/2004 0:00,1386.576
2255,220,Best o' Bikes,US,SO67267,6/7/2004 0:00,5665.788
2256,530,Valuable Bike Parts Company,US,SO67277,6/7/2004 0:00,29534.6046
2257,475,Real Sporting Goods,US,SO67273,6/7/2004 0:00,54081.1772
2258,437,Professional Cycle Store,US,SO67274,6/7/2004 0:00,22313.3616
2259,618,Seventh Bike Store,US,SO67271,6/7/2004 0:00,32468.3002
2260,560,Major Sport Suppliers,US,SO67269,6/7/2004 0:00,376.248
2261,368,Elemental Sporting Goods,US,SO65283,5/7/2004 0:00,3257.916
2262,454,Sleek Bikes,US,SO65281,5/7/2004 0:00,28262.328
2263,308,Rugged Bikes,US,SO65278,5/7/2004 0:00,37965.7446
2264,25,Coalition Bike Company,US,SO65279,5/7/2004 0:00,1582.464
2265,44,Games and Sport Supply Company,US,SO65288,5/7/2004 0:00,6478.056
2266,609,Good Toys,US,SO65289,5/7/2004 0:00,74.508
2267,674,Discount Tours,US,SO65285,5/7/2004 0:00,6139.746
2268,277,The Bicycle Accessories Company,US,SO65293,5/7/2004 0:00,3129.9262
2269,489,Cash & Carry Bikes,US,SO65294,5/7/2004 0:00,1376.994
2270,163,Sports Merchandise,US,SO65255,5/7/2004 0:00,31295.106
2271,438,Remarkable Bike Store,US,SO65256,5/7/2004 0:00,4840.941
2272,539,Glossy Bikes,US,SO65257,5/7/2004 0:00,63653.6334
2273,293,Fashionable Bikes and Accessories,US,SO65258,5/7/2004 0:00,5095.95
2274,672,Utilitarian Sporting Goods,US,SO65252,5/7/2004 0:00,21026.97
2275,170,Excellent Riding Supplies,US,SO65248,5/7/2004 0:00,58724.256
2276,55,Kickstands and Accessories Company,US,SO65268,5/7/2004 0:00,29320.65
2277,648,Small Bike Shop,US,SO65269,5/7/2004 0:00,32995.9875
2278,20,Central Discount Store,US,SO65270,5/7/2004 0:00,1586.964
2279,602,Ultimate Bike Shop,US,SO65272,5/7/2004 0:00,37.152
2280,223,Paints and Solvents Company,US,SO65261,5/7/2004 0:00,20177.232
2281,542,Finer Parts Shop,US,SO65263,5/7/2004 0:00,42553.422
2282,699,Sensational Discount Store,US,SO65265,5/7/2004 0:00,323.994
2283,112,Town Industries,US,SO65266,5/7/2004 0:00,31.584
2284,23,Bike World,US,SO65180,5/7/2004 0:00,8765.892
2285,649,Sports Products Store,US,SO65181,5/7/2004 0:00,2810.598
2286,692,Successful Sales Company,US,SO65170,5/7/2004 0:00,5438.028
2287,644,Convenient Sales and Service,US,SO65175,5/7/2004 0:00,19600.14
2288,420,Extreme Riding Supplies,US,SO65176,5/7/2004 0:00,25622.286
2289,272,Metro Cycle Shop,US,SO65159,5/7/2004 0:00,13573.704
2290,24,Eastside Department Store,US,SO65160,5/7/2004 0:00,53785.7229
2291,59,Locks Company,US,SO65161,5/7/2004 0:00,4386.402
2292,477,Quitting Business Distributors,US,SO65165,5/7/2004 0:00,4480.614
2293,509,Fun Toys and Bikes,US,SO65168,5/7/2004 0:00,20857.776
2294,624,First Cycle Store,US,SO65183,5/7/2004 0:00,36396.102
2295,53,Incomparable Bicycle Store,US,SO65194,5/7/2004 0:00,12551.022
2296,197,Fabrikam Inc. West,US,SO65195,5/7/2004 0:00,29631.3831
2297,579,Riders Company,US,SO65205,5/7/2004 0:00,23396.4264
2298,38,Finer Mart,US,SO65203,5/7/2004 0:00,3751.704
2299,254,Safe Cycles Shop,US,SO65200,5/7/2004 0:00,47079.9666
2300,37,Two Bike Shops,US,SO65225,5/7/2004 0:00,672.294
2301,202,Two-Seater Bikes,US,SO65227,5/7/2004 0:00,602.346
2302,675,Bike Goods,US,SO65229,5/7/2004 0:00,4878.798
2303,379,Fad Outlet,US,SO65230,5/7/2004 0:00,74.508
2304,418,Good Bike Shop,US,SO65215,5/7/2004 0:00,37520.64
2305,382,Beneficial Exercises and Activities,US,SO65223,5/7/2004 0:00,24.294
2306,297,Blue-Ribbon Bike Company,US,SO65220,5/7/2004 0:00,27686.61
2307,327,World of Bikes,US,SO65221,5/7/2004 0:00,24253.362
2308,187,Trailblazing Sports,US,SO65209,5/7/2004 0:00,12552.204
2309,90,Sales and Supply Company,US,SO65210,5/7/2004 0:00,14534.718
2310,604,Sellers of Cycles,US,SO65211,5/7/2004 0:00,5005.746
2311,128,Demand Distributors,US,SO65212,5/7/2004 0:00,111.762
2312,182,Another Bicycle Company,US,SO65234,5/7/2004 0:00,52756.092
2313,490,Extraordinary Bike Works,US,SO65232,5/7/2004 0:00,39225.1704
2314,54,Larger Cycle Shop,US,SO65236,5/7/2004 0:00,19176.834
2315,72,Outdoor Equipment Store,US,SO65237,5/7/2004 0:00,53693.7682
2316,473,Racing Toys,US,SO65239,5/7/2004 0:00,109.254
2317,295,Engineered Bike Systems,US,SO65244,5/7/2004 0:00,11376.702
2318,179,Fourth Bike Store,US,SO65245,5/7/2004 0:00,28094.532
2319,98,Superlative Bikes,US,SO65246,5/7/2004 0:00,3005.952
2320,627,Exchange Parts Inc.,US,SO65242,5/7/2004 0:00,26093.028
2321,345,Genial Bike Associates,US,SO63251,4/8/2004 0:00,24667.062
2322,309,The Gear Store,US,SO63252,4/8/2004 0:00,46031.082
2323,79,Reasonable Bicycle Sales,US,SO63257,4/8/2004 0:00,54368.508
2324,399,Big Cycle Mall,US,SO63258,4/8/2004 0:00,1875.852
2325,152,Distance Bikes,US,SO63259,4/8/2004 0:00,323.994
2326,492,Basic Sports Equipment,US,SO63275,4/8/2004 0:00,41.994
2327,559,Some Discount Store,US,SO63276,4/8/2004 0:00,41.994
2328,493,Valley Bicycle Distributors,US,SO63277,4/8/2004 0:00,7678.92
2329,435,Satin Finish Company,US,SO63280,4/8/2004 0:00,24142.512
2330,529,Big-Time Bike Store,US,SO63261,4/8/2004 0:00,6708.78
2331,255,Swift Cycles,US,SO63262,4/8/2004 0:00,27709.218
2332,257,Number 1 Supply,US,SO63263,4/8/2004 0:00,21524.142
2333,432,Super Sports Store,US,SO63264,4/8/2004 0:00,3856.848
2334,645,Superior Hardware Distributors,US,SO63265,4/8/2004 0:00,461.694
2335,149,Initial Bike Company,US,SO65155,5/7/2004 0:00,32798.562
2336,582,Professional Sales and Service,US,SO65157,5/7/2004 0:00,22021.782
2337,557,Purchase Mart,US,SO65153,5/7/2004 0:00,2428.476
2338,260,Industrial Supplies,US,SO63293,4/8/2004 0:00,24818.376
2339,323,Metro Bike Works,US,SO63286,4/8/2004 0:00,338.994
2340,669,Racing Bike Outlet,US,SO63287,4/8/2004 0:00,937.758
2341,563,Systematic Sales,US,SO63288,4/8/2004 0:00,9183.672
2342,312,Resale Services,US,SO63283,4/8/2004 0:00,38586.3768
2343,313,Metropolitan Manufacturing,US,SO63271,4/8/2004 0:00,3115.722
2344,607,Maintenance and Repair for Bicycles,US,SO63243,4/8/2004 0:00,5020.236
2345,63,Metro Bike Mart,US,SO63245,4/8/2004 0:00,25106.754
2346,45,Every Bike Shop,US,SO63246,4/8/2004 0:00,10771.536
2347,693,Stock Parts and Supplies,US,SO63247,4/8/2004 0:00,26884.59
2348,134,Budget Bike Company,US,SO63248,4/8/2004 0:00,37.254
2349,343,Mail-Order Outlet,US,SO63249,4/8/2004 0:00,23564.97
2350,9,Tandem Bicycle Store,US,SO63234,4/8/2004 0:00,530.412
2351,422,Consolidated Sales,US,SO63235,4/8/2004 0:00,3425.892
2352,612,General Associates,US,SO63238,4/8/2004 0:00,37.254
2353,433,Thorough Parts and Repair Services,US,SO63224,4/8/2004 0:00,81696.606
2354,287,Handy Bike Services,US,SO63226,4/8/2004 0:00,41.994
2355,62,Manufacturers Inc,US,SO63228,4/8/2004 0:00,8974.65
2356,310,Orange Bicycle Company,US,SO63205,4/8/2004 0:00,162.846
2357,540,Guaranteed Sales and Service,US,SO63175,4/8/2004 0:00,17628.69
2358,108,Wheelsets Storehouse,US,SO63219,4/8/2004 0:00,9878.13
2359,8,Exemplary Cycles,US,SO63220,4/8/2004 0:00,4642.524
2360,593,Expert Sports Store,US,SO63221,4/8/2004 0:00,41.994
2361,348,Bold Bike Accessories,US,SO63215,4/8/2004 0:00,722.142
2362,385,Sturdy Toys,US,SO63212,4/8/2004 0:00,23989.8555
2363,97,Mountain Bike Center,US,SO63213,4/8/2004 0:00,60119.022
2364,22,Travel Systems,US,SO63162,4/8/2004 0:00,293.178
2365,89,Riverside Company,US,SO63163,4/8/2004 0:00,4142.052
2366,468,Blue Bicycle Company,US,SO63165,4/8/2004 0:00,1530.798
2367,684,Lease-a-Bike Shop,US,SO63167,4/8/2004 0:00,19702.746
2368,258,Quantity Discounts,US,SO63155,4/8/2004 0:00,35670.744
2369,199,Authorized Bike Sales and Rental,US,SO63156,4/8/2004 0:00,24025.392
2370,650,Permanent Finish Products,US,SO63157,4/8/2004 0:00,48532.5564
2371,289,Moderately-Priced Bikes Store,US,SO63158,4/8/2004 0:00,3047.946
2372,307,Riding Associates,US,SO63159,4/8/2004 0:00,2963.958
2373,527,Fun Times Club,US,SO63160,4/8/2004 0:00,134.442
2374,259,Highway Bike Shop,US,SO63146,4/8/2004 0:00,4528.728
2375,610,Fitness Department Stores,US,SO63150,4/8/2004 0:00,445.41
2376,207,Lubricant and Grease Suppliers,US,SO63151,4/8/2004 0:00,4718.898
2377,363,Immense Manufacturing Company,US,SO63152,4/8/2004 0:00,32133.228
2378,167,Farthermost Bike Shop,US,SO63180,4/8/2004 0:00,21534.168
2379,700,Underglaze and Finish Company,US,SO63181,4/8/2004 0:00,21969.69
2380,522,Small Bike Accessories Shop,US,SO63182,4/8/2004 0:00,21200.016
2381,237,Client Discount Store,US,SO63183,4/8/2004 0:00,5531.802
2382,359,Mechanical Sports Center,US,SO63184,4/8/2004 0:00,108.564
2383,80,Racks and Security Systems,US,SO63185,4/8/2004 0:00,1430.442
2384,99,Unified Sports Company,US,SO63189,4/8/2004 0:00,1702.878
2385,449,Bike Products and Accessories,US,SO63190,4/8/2004 0:00,218.454
2386,377,Grand Sport Boutique,US,SO63191,4/8/2004 0:00,9903.456
2387,77,Mechanical Products Ltd.,US,SO63192,4/8/2004 0:00,1159.134
2388,360,Novelty Bikes,US,SO63193,4/8/2004 0:00,404.226
2389,2,Progressive Sports,US,SO63198,4/8/2004 0:00,3089.94
2390,107,Wholesale Bikes,US,SO63199,4/8/2004 0:00,1458.888
2391,233,Fashionable Department Stores,US,SO63200,4/8/2004 0:00,24027.484
2392,328,Totes & Baskets Company,US,SO63201,4/8/2004 0:00,73270.506
2393,43,Frugal Bike Shop,US,SO63202,4/8/2004 0:00,21306.444
2394,597,All Seasons Sports Supply,US,SO61251,3/8/2004 0:00,2159.352
2395,605,Outstanding Cycles,US,SO63133,4/8/2004 0:00,32837.6582
2396,697,Brakes and Gears,US,SO63131,4/8/2004 0:00,87013.56
2397,217,City Manufacturing,US,SO63142,4/8/2004 0:00,37.152
2398,115,Security Racks and Locks Wholesalers,US,SO63143,4/8/2004 0:00,90.588
2399,667,Traditional Department Stores,US,SO63137,4/8/2004 0:00,880.812
2400,558,Retail Sales and Service,US,SO63135,4/8/2004 0:00,1663.434
2401,458,Simple Bike Parts,US,SO61259,3/8/2004 0:00,323.994
2402,344,Fifth Bike Store,US,SO61260,3/8/2004 0:00,647.988
2403,94,Specialty Sports Store,US,SO61261,3/8/2004 0:00,38.1
2404,673,Countryside Company,US,SO61253,3/8/2004 0:00,677.988
2405,325,All Cycle Shop,US,SO61256,3/8/2004 0:00,167.976
2406,404,Activity Center,US,SO61257,3/8/2004 0:00,9630.726
2407,668,Official Parts Shop,US,SO61266,3/8/2004 0:00,13015.362
2408,505,Honest Repair Service,US,SO61267,3/8/2004 0:00,26693.718
2409,275,Outdoor Sporting Goods,US,SO61268,3/8/2004 0:00,600.156
2410,18,Catalog Store,US,SO63123,4/8/2004 0:00,14478.162
2411,378,Grown-up Bike Store,US,SO63125,4/8/2004 0:00,8511.906
2412,503,Metropolitan Sales and Rental,US,SO59056,2/6/2004 0:00,37.254
2413,695,Responsible Bike Dealers,US,SO59057,2/6/2004 0:00,2294.298
